[repair] benchmark: manybugs
[repair] subject: php
[repair] version: 2011-02-01-01745fa657-1f49902999
[repair] search: guided
[repair] ./fetch php manybugs 2011-02-01-01745fa657-1f49902999
[fetch] benchmark: manybugs
[fetch] subject: php
[fetch] version: 2011-02-01-01745fa657-1f49902999
[fetch] archive: php-bug-2011-02-01-01745fa657-1f49902999.tar.gz
[fetch] directory: php-bug-2011-02-01-01745fa657-1f49902999
[fetch] preparing source code
[fetch] golden_directory: php-fix-2011-02-01-01745fa657-1f49902999
[fetch] clean-source php-bug-2011-02-01-01745fa657-1f49902999
[fetch] /angelix-experiments/php-bug-2011-02-01-01745fa657-1f49902999/php/configure
[fetch] make -j 72 clean
[fetch] clean-source php-fix-2011-02-01-01745fa657-1f49902999
[fetch] restore-buggy php-bug-2011-02-01-01745fa657-1f49902999
[fetch] /angelix-experiments/php-fix-2011-02-01-01745fa657-1f49902999/php/configure
[fetch] make -j 72 clean
[fetch] restore-buggy entered
[fetch] buggy: main/streams/userspace.c
[fetch] buggy_version: 01745fa657
[fetch] buggy_preprocessed: php-bug-2011-02-01-01745fa657-1f49902999/php/main/streams/userspace.c
[fetch] buggy_original: php-bug-2011-02-01-01745fa657-1f49902999/diffs/main/streams/userspace.c-01745fa657a9b3f8a8f79520a87c265ec3725792
[fetch] cp php-bug-2011-02-01-01745fa657-1f49902999/diffs/main/streams/userspace.c-01745fa657a9b3f8a8f79520a87c265ec3725792 php-bug-2011-02-01-01745fa657-1f49902999/php/main/streams/userspace.c
[fetch] restore-correct php-fix-2011-02-01-01745fa657-1f49902999
[fetch] restore-correct entered
[fetch] cp php-fix-2011-02-01-01745fa657-1f49902999/diffs/main/streams/userspace.c-1f4990299927a9fdf24676ebbd1c7f6729aa3838 php-fix-2011-02-01-01745fa657-1f49902999/php/main/streams/userspace.c
[fetch] restored php-fix-2011-02-01-01745fa657-1f49902999/php/main/streams/userspace.c with php-fix-2011-02-01-01745fa657-1f49902999/diffs/main/streams/userspace.c-1f4990299927a9fdf24676ebbd1c7f6729aa3838
[fetch] fetch done
[repair] [repair] options: --angelic-search-strategy
guided
--defect
if-conditions
loop-conditions
--search-max-trials
100
--max-same-cost-iter
20
--default-max-cost
300000000
--default-non-zero-cost
300000000
--error-cost
10000000
--warning-cost
5000000
--one-bit-flip-prob
0.5
--penalty1
4
--penalty2
2
--synthesis-ptr-vars
--lines
911
--ignore-lines
--use-gcc  --timeout 14400 --show-suspicious-locations --group-size 1 --defect if-conditions loop-conditions
[repair-php] restore .aux/php/php-run-tests.c
[repair-php] restore php-bug-2011-02-01-01745fa657-1f49902999/php/main/main.c
[repair-php] restore php-bug-2011-02-01-01745fa657-1f49902999/php/sapi/cli/php_cli.c
[repair-php] restore php-bug-2011-02-01-01745fa657-1f49902999/php/Zend/zend.c
[repair-php] restore php-bug-2011-02-01-01745fa657-1f49902999/php/main/output.c
[repair-php] restore php-bug-2011-02-01-01745fa657-1f49902999/php/ext/standard/url_scanner_ex.c
[repair-php] restore php-bug-2011-02-01-01745fa657-1f49902999/php/Zend/zend_object_handlers.c
[repair-php] restore php-bug-2011-02-01-01745fa657-1f49902999/php/main/output.c
[repair-php] restore php-fix-2011-02-01-01745fa657-1f49902999/php/main/main.c
[repair-php] restore php-fix-2011-02-01-01745fa657-1f49902999/php/sapi/cli/php_cli.c
[repair-php] restore php-fix-2011-02-01-01745fa657-1f49902999/php/Zend/zend.c
[repair-php] restore php-fix-2011-02-01-01745fa657-1f49902999/php/main/output.c
[repair-php] restore php-fix-2011-02-01-01745fa657-1f49902999/php/ext/standard/url_scanner_ex.c
[repair-php] restore php-fix-2011-02-01-01745fa657-1f49902999/php/Zend/zend_object_handlers.c
[repair-php] restore php-fix-2011-02-01-01745fa657-1f49902999/php/main/output.c
[repair-php] options:  --angelic-search-strategy guided --defect if-conditions loop-conditions --search-max-trials 100 --max-same-cost-iter 20 --default-max-cost 300000000 --default-non-zero-cost 300000000 --error-cost 10000000 --warning-cost 5000000 --one-bit-flip-prob 0.5 --penalty1 4 --penalty2 2 --synthesis-ptr-vars --lines 911 --ignore-lines --use-gcc --timeout 14400 --show-suspicious-locations --group-size 1 --defect if-conditions loop-conditions
INFO     guided_infer    accept ratio: 1.0
INFO     pymc3           accepted: True
INFO     guided_infer    trial #2
INFO     guided_infer    used 100.0% of sample space
INFO     guided_infer    Sample space exhausted: size=2, samples=[('1',), ('0',)]
INFO     repair          considering suspicious locations [('I', (304, 6, 304, 17))]
INFO     reduction       all failing tests: ['62']
INFO     reduction       select 1 best tests from ['62']
INFO     reduction       select 0 best tests from ['1', '3', '6', '31', '48', '49', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['62']
INFO     guided_infer    inferring specification for test '62' through guided search
INFO     guided_infer    init sample: [array([0, 0])]
INFO     pymc3           Sequential sampling (1 chains in 1 job)
INFO     pymc3           Metropolis: [p]
INFO     guided_infer    trial #1
INFO     guided_infer    used 0.0% of sample space
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 1
INFO     guided_infer    old cost: 78.0
INFO     guided_infer    new cost: 78.0
INFO     guided_infer    all costs: [78.0]
INFO     guided_infer    accept ratio: 1.0
INFO     pymc3           accepted: True
INFO     guided_infer    trial #2
INFO     guided_infer    used 100.0% of sample space
INFO     guided_infer    Sample space exhausted: size=2, samples=[('0',), ('1',)]
INFO     repair          considering suspicious locations [('I', (340, 6, 340, 6))]
INFO     reduction       all failing tests: ['62']
INFO     reduction       select 1 best tests from ['62']
INFO     reduction       select 0 best tests from ['1', '3', '6', '31', '48', '49', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['62']
INFO     guided_infer    inferring specification for test '62' through guided search
INFO     guided_infer    init sample: [array([0, 1])]
INFO     pymc3           Sequential sampling (1 chains in 1 job)
INFO     pymc3           Metropolis: [p]
INFO     guided_infer    trial #1
INFO     guided_infer    used 0.0% of sample space
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 1
INFO     guided_infer    old cost: 63.128491620112
INFO     guided_infer    new cost: 63.128491620112
INFO     guided_infer    all costs: [63.128491620112]
INFO     guided_infer    accept ratio: 1.0
INFO     pymc3           accepted: True
INFO     guided_infer    trial #2
INFO     guided_infer    used 50.0% of sample space
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 1
INFO     guided_infer    old cost: 63.128491620112
INFO     guided_infer    new cost: 63.128491620112
INFO     guided_infer    all costs: [63.128491620112]
INFO     guided_infer    accept ratio: 1.0
INFO     pymc3           accepted: True
INFO     guided_infer    trial #3
INFO     guided_infer    used 100.0% of sample space
INFO     guided_infer    Sample space exhausted: size=2, samples=[('1',), ('0',)]
INFO     repair          considering suspicious locations [('I', (376, 6, 376, 43))]
INFO     reduction       all failing tests: ['62']
INFO     reduction       select 1 best tests from ['62']
INFO     reduction       select 0 best tests from ['1', '3', '6', '31', '48', '49', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['62']
INFO     guided_infer    inferring specification for test '62' through guided search
INFO     guided_infer    init sample: [array([0, 1])]
INFO     pymc3           Sequential sampling (1 chains in 1 job)
INFO     pymc3           Metropolis: [p]
INFO     guided_infer    trial #1
INFO     guided_infer    used 0.0% of sample space
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 1
INFO     guided_infer    old cost: 63.128491620112
INFO     guided_infer    new cost: 71.232876712329
INFO     guided_infer    all costs: [63.128491620112, 71.232876712329]
INFO     guided_infer    accept ratio: 0.001528439385263091
INFO     pymc3           accepted: False
INFO     guided_infer    trial #2
INFO     guided_infer    used 100.0% of sample space
INFO     guided_infer    Sample space exhausted: size=2, samples=[('1',), ('0',)]
INFO     repair          considering suspicious locations [('I', (394, 6, 394, 16))]
INFO     reduction       all failing tests: ['62']
INFO     reduction       select 1 best tests from ['62']
INFO     reduction       select 0 best tests from ['1', '3', '6', '31', '48', '49', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['62']
INFO     guided_infer    inferring specification for test '62' through guided search
INFO     guided_infer    init sample: [array([0, 0])]
INFO     pymc3           Sequential sampling (1 chains in 1 job)
INFO     pymc3           Metropolis: [p]
INFO     guided_infer    trial #1
INFO     guided_infer    used 0.0% of sample space
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 1
INFO     guided_infer    old cost: 63.128491620112
INFO     guided_infer    new cost: 63.128491620112
INFO     guided_infer    all costs: [63.128491620112]
INFO     guided_infer    accept ratio: 1.0
INFO     pymc3           accepted: True
INFO     guided_infer    trial #2
INFO     guided_infer    used 50.0% of sample space
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 1
INFO     guided_infer    old cost: 63.128491620112
INFO     guided_infer    new cost: 159.0
INFO     guided_infer    all costs: [63.128491620112, 159.0]
INFO     guided_infer    accept ratio: 4.907116301102679e-34
INFO     pymc3           accepted: True
INFO     guided_infer    trial #3
INFO     guided_infer    used 100.0% of sample space
INFO     guided_infer    Sample space exhausted: size=2, samples=[('0',), ('1',)]
INFO     repair          considering suspicious locations [('I', (398, 6, 398, 6))]
INFO     reduction       all failing tests: ['62']
INFO     reduction       select 1 best tests from ['62']
INFO     reduction       select 0 best tests from ['1', '3', '6', '31', '48', '49', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['62']
INFO     guided_infer    inferring specification for test '62' through guided search
INFO     guided_infer    init sample: [array([0, 1])]
INFO     pymc3           Sequential sampling (1 chains in 1 job)
INFO     pymc3           Metropolis: [p]
INFO     guided_infer    trial #1
INFO     guided_infer    used 0.0% of sample space
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 1
INFO     guided_infer    old cost: 63.128491620112
INFO     guided_infer    new cost: 63.128491620112
INFO     guided_infer    all costs: [63.128491620112]
INFO     guided_infer    accept ratio: 1.0
INFO     pymc3           accepted: True
INFO     guided_infer    trial #2
INFO     guided_infer    used 100.0% of sample space
INFO     guided_infer    Sample space exhausted: size=2, samples=[('1',), ('0',)]
INFO     repair          considering suspicious locations [('I', (739, 6, 739, 6))]
INFO     reduction       all failing tests: ['62']
INFO     reduction       select 1 best tests from ['62']
INFO     reduction       select 0 best tests from ['1', '3', '6', '31', '48', '49', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['62']
INFO     guided_infer    inferring specification for test '62' through guided search
INFO     guided_infer    init sample: [array([0, 0])]
INFO     pymc3           Sequential sampling (1 chains in 1 job)
INFO     pymc3           Metropolis: [p]
INFO     guided_infer    trial #1
INFO     guided_infer    used 0.0% of sample space
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 1
INFO     guided_infer    old cost: 159.0
INFO     guided_infer    new cost: 159.0
INFO     guided_infer    all costs: [159.0]
INFO     guided_infer    accept ratio: 1.0
INFO     pymc3           accepted: True
INFO     guided_infer    trial #2
INFO     guided_infer    used 100.0% of sample space
INFO     guided_infer    Sample space exhausted: size=2, samples=[('0',), ('1',)]
INFO     repair          considering suspicious locations [('I', (766, 6, 766, 42))]
INFO     reduction       all failing tests: ['62']
INFO     reduction       select 1 best tests from ['62']
INFO     reduction       select 0 best tests from ['1', '3', '6', '31', '48', '49', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['62']
INFO     guided_infer    inferring specification for test '62' through guided search
INFO     guided_infer    init sample: [array([0, 0])]
INFO     pymc3           Sequential sampling (1 chains in 1 job)
INFO     pymc3           Metropolis: [p]
INFO     guided_infer    trial #1
INFO     guided_infer    used 0.0% of sample space
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 1
INFO     guided_infer    old cost: 63.128491620112
INFO     guided_infer    new cost: 63.128491620112
INFO     guided_infer    all costs: [63.128491620112]
INFO     guided_infer    accept ratio: 1.0
INFO     pymc3           accepted: True
INFO     guided_infer    trial #2
INFO     guided_infer    used 50.0% of sample space
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 1
INFO     guided_infer    old cost: 63.128491620112
INFO     guided_infer    new cost: 159.0
INFO     guided_infer    all costs: [63.128491620112, 159.0]
INFO     guided_infer    accept ratio: 4.907116301102679e-34
INFO     pymc3           accepted: True
INFO     guided_infer    trial #3
INFO     guided_infer    used 100.0% of sample space
INFO     guided_infer    Sample space exhausted: size=2, samples=[('0',), ('1',)]
INFO     repair          considering suspicious locations [('I', (771, 6, 771, 6))]
INFO     reduction       all failing tests: ['62']
INFO     reduction       select 1 best tests from ['62']
INFO     reduction       select 0 best tests from ['1', '3', '6', '31', '48', '49', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['62']
INFO     guided_infer    inferring specification for test '62' through guided search
INFO     guided_infer    init sample: [array([0, 0])]
INFO     pymc3           Sequential sampling (1 chains in 1 job)
INFO     pymc3           Metropolis: [p]
INFO     guided_infer    trial #1
INFO     guided_infer    used 0.0% of sample space
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 1
INFO     guided_infer    old cost: 159.0
INFO     guided_infer    new cost: 159.0
INFO     guided_infer    all costs: [159.0]
INFO     guided_infer    accept ratio: 1.0
INFO     pymc3           accepted: True
INFO     guided_infer    trial #2
INFO     guided_infer    used 100.0% of sample space
INFO     guided_infer    Sample space exhausted: size=2, samples=[('0',), ('1',)]
INFO     repair          considering suspicious locations [('I', (918, 6, 918, 42))]
INFO     reduction       all failing tests: ['62']
INFO     reduction       select 1 best tests from ['62']
INFO     reduction       select 0 best tests from ['1', '3', '6', '31', '48', '49', '63', '64', '65', '66', '67', '68', '69', '70', '74', '75', '76', '77', '78', '79', '80', '81', '82', '83', '84', '85']
INFO     reduction       selected 1 tests
INFO     reduction       selected passing tests: []
INFO     reduction       selected failing tests: ['62']
INFO     guided_infer    inferring specification for test '62' through guided search
INFO     guided_infer    init sample: [array([0, 1])]
INFO     pymc3           Sequential sampling (1 chains in 1 job)
INFO     pymc3           Metropolis: [p]
INFO     guided_infer    trial #1
INFO     guided_infer    used 0.0% of sample space
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 1
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 0
INFO     guided_infer    found an angelic path for test '62'
INFO     guided_infer    angelic: [(array([0, 0]), 1)]
INFO     guided_infer    init: [(array([0, 1]), 1)]
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 0
INFO     DD              dd done
INFO     testing         running test '62' of frontend source
INFO     testing         output code: 0
INFO     DD              dd done
INFO     synthesis       synthesizing patch with component level 'alternatives'
INFO     synthesis       use old synth
INFO     synthesis       fixing expression (918, 6, 918, 42): ((call_result == 0) && (retval != 0)) ---> ((call_result != 0) && (retval != 0))
INFO     repair          candidate fix synthesized
INFO     transformation  applying patch to validation source
INFO     project         building validation source
INFO     testing         running test '1' of validation source
INFO     testing         output code: 0
INFO     testing         running test '3' of validation source
INFO     testing         output code: 0
INFO     testing         running test '6' of validation source
INFO     testing         output code: 0
INFO     testing         running test '31' of validation source
INFO     testing         output code: 0
INFO     testing         running test '48' of validation source
INFO     testing         output code: 0
INFO     testing         running test '49' of validation source
INFO     testing         output code: 0
INFO     testing         running test '62' of validation source
INFO     testing         output code: 0
INFO     testing         running test '63' of validation source
INFO     testing         output code: 0
INFO     testing         running test '64' of validation source
INFO     testing         output code: 0
INFO     testing         running test '65' of validation source
INFO     testing         output code: 0
INFO     testing         running test '66' of validation source
INFO     testing         output code: 0
INFO     testing         running test '67' of validation source
INFO     testing         output code: 0
INFO     testing         running test '68' of validation source
INFO     testing         output code: 0
INFO     testing         running test '69' of validation source
INFO     testing         output code: 0
INFO     testing         running test '70' of validation source
INFO     testing         output code: 0
INFO     testing         running test '74' of validation source
INFO     testing         output code: 0
INFO     testing         running test '75' of validation source
INFO     testing         output code: 0
INFO     testing         running test '76' of validation source
INFO     testing         output code: 0
INFO     testing         running test '77' of validation source
INFO     testing         output code: 0
INFO     testing         running test '78' of validation source
INFO     testing         output code: 0
INFO     testing         running test '79' of validation source
INFO     testing         output code: 0
INFO     testing         running test '80' of validation source
INFO     testing         output code: 0
INFO     testing         running test '81' of validation source
INFO     testing         output code: 0
INFO     testing         running test '82' of validation source
INFO     testing         output code: 0
INFO     testing         running test '83' of validation source
INFO     testing         output code: 0
INFO     testing         running test '84' of validation source
INFO     testing         output code: 0
INFO     testing         running test '85' of validation source
INFO     testing         output code: 0
INFO     repair          patch successfully generated in 3m 26s (see php-2021-Sep18-051154.patch)
SUCCESS
